IDENT_NUMVEH,IDENT_MEN,NUM_VEH,pond_veh,cylindree_fin,critair,ANNEE_1mec,age,KVKM1ANV,KVCONS,energie_groupe,Pro_Perso,NEWTYPMEN,AGEPR,decile_rev,CSMEN,REG_res,STATUTCOM_UU_RES,pop_10min_voiture_train_res,DIPDETPR,NENFHORS
230000166200001,2300001662000,1,1532.7165988,2.2,4,2004,172.0,8560.3149014,7.7,VT,Perso,Couple avec au moins un enfant,32,8,63.0,Normandie,H,100,71.0,0
230000171200001,2300001712000,1,1408.7417528,2.0,3,2007,127.0,14975.322034,7.5,VT,Perso,Couple avec au moins un enfant,36,6,63.0,Normandie,H,0,52.0,0
230000171200002,2300001712000,2,1408.7417528,0.0,N,1990,336.0,6399.9072361,5.0,VT,Perso,Couple avec au moins un enfant,36,6,63.0,Normandie,H,0,52.0,0
230000171500002,2300001715000,2,1788.7881424,1.4,4,2004,168.0,3139.782734,6.0,VT,Perso,Couple avec au moins un enfant,37,10,34.0,Ile-de-France,B,100,21.0,0
230000171500001,2300001715000,1,1788.7881424,1.2,1,2017,11.0,11007.145983,7.4,VT,Perso,Couple avec au moins un enfant,37,10,34.0,Ile-de-France,B,100,21.0,0
230000172200001,2300001722000,1,1497.1653822,1.6,2,2011,86.0,30529.94868,6.0,VT,Perso,Couple sans enfant,84,8,65.0,Normandie,H,0,52.0,1
230000172300001,2300001723000,1,1207.8138842,1.8,2,2006,146.0,7085.3368893,9.0,VT,Perso,Couple sans enfant,72,5,46.0,Normandie,B,100,52.0,3
230000173500001,2300001735000,1,1838.0593933,1.6,2,2015,39.0,10571.898583,5.5,VT,Perso,Couple avec au moins un enfant,50,10,38.0,Ile-de-France,B,100,52.0,0
230000173500002,2300001735000,2,1838.0593933,1.4,1,2011,86.0,16513.927072,7.0,VT,Perso,Couple avec au moins un enfant,50,10,38.0,Ile-de-France,B,100,52.0,0
230000174200001,2300001742000,1,1175.87208,2.0,2,2011,88.0,24786.0,5.9,VT,Perso,Couple sans enfant,66,9,34.0,Normandie,H,0,21.0,4
230000174200002,2300001742000,2,1175.87208,1.2,1,2015,41.0,10254.480432,6.0,VT,Perso,Couple sans enfant,66,9,34.0,Normandie,H,0,21.0,4
230000174400001,2300001744000,1,1533.2108456,1.6,2,2011,88.0,16323.555858,6.5,VT,Perso,Couple sans enfant,74,6,46.0,Normandie,B,100,52.0,2
230000174500002,2300001745000,2,4347.0429351,1.6,2,2015,46.0,21428.073238,5.2,VT,Perso,Couple avec au moins un enfant,41,7,65.0,Normandie,B,100,52.0,0
230000174500001,2300001745000,1,4347.0429351,1.6,2,2011,88.0,16844.074074,5.5,VT,Perso,Couple avec au moins un enfant,41,7,65.0,Normandie,B,100,52.0,0
230000175500001,2300001755000,1,1029.0583074,1.1,2,2009,116.0,5626.3083861,6.2,VT,Perso,Couple avec au moins un enfant,47,10,37.0,Normandie,B,100,31.0,1
230000176200002,2300001762000,2,1890.7976292,1.5,2,2011,95.0,9060.8795665,7.0,VT,Perso,Couple sans enfant,62,7,47.0,Normandie,H,0,70.0,0
230000176200001,2300001762000,1,1890.7976292,2.0,2,2013,67.0,10925.918658,7.5,VT,Perso,Couple sans enfant,62,7,47.0,Normandie,H,0,70.0,0
230000176500001,2300001765000,1,1395.480535,0.9,1,2015,48.0,9139.4706889,6.0,VT,Perso,Couple avec au moins un enfant,42,9,53.0,Normandie,C,100,31.0,0
230000182200002,2300001822000,2,907.63269965,1.6,2,2012,78.0,4708.3305823,5.0,VT,Perso,Couple sans enfant,58,8,62.0,Normandie,H,0,52.0,2
230000182200001,2300001822000,1,907.63269965,1.5,3,2008,118.0,7027.7148171,4.0,VT,Perso,Couple sans enfant,58,8,62.0,Normandie,H,0,52.0,2
230000182400001,2300001824000,1,1913.1720492,,N,1988,360.0,4000.0,6.0,Autres,Perso,Personne seule,72,2,56.0,Normandie,B,100,70.0,8
230000183500001,2300001835000,1,1456.4031773,1.0,1,2015,44.0,9774.1594396,7.0,VT,Perso,Couple sans enfant,76,8,22.0,Ile-de-France,B,100,70.0,1
230000184400001,2300001844000,1,1965.5946572,0.9,1,2014,53.0,14340.714623,6.2,VT,Perso,Personne seule,66,3,54.0,Normandie,B,100,52.0,2
230000184500001,2300001845000,1,975.66244817,1.4,2,2015,38.0,21550.135392,4.0,VT,Perso,Couple sans enfant,55,10,38.0,Normandie,C,100,14.0,1
230000184500002,2300001845000,2,975.66244817,1.4,1,2018,9.0,9439.7745371,6.0,VT,Perso,Couple sans enfant,55,10,38.0,Normandie,C,100,14.0,1
230000185500001,2300001855000,1,1214.7807829,1.1,3,1998,242.0,3893.5011244,6.0,VT,Perso,Couple sans enfant,69,6,37.0,Normandie,B,100,60.0,3
230000185500002,2300001855000,2,1214.7807829,1.2,1,2018,7.0,10983.4763,7.0,VT,Perso,Couple sans enfant,69,6,37.0,Normandie,B,100,60.0,3
230000186100001,2300001861000,1,2918.7575155,1.5,3,2009,115.0,10035.291888,6.3,VT,Perso,Couple sans enfant,64,2,64.0,Normandie,H,0,70.0,2
230000186400001,2300001864000,1,2311.6554737,2.0,2,2015,44.0,15239.524603,5.0,VT,Perso,Couple avec au moins un enfant,42,10,43.0,Normandie,C,0,34.0,0
230000186500001,2300001865000,1,1304.7822172,3.0,N,1995,287.0,3664.0911826,10.0,VT,Perso,Couple sans enfant,62,7,46.0,Ile-de-France,B,100,70.0,0
230000186500002,2300001865000,2,1304.7822172,1.6,2,2008,134.0,6040.8060351,7.0,VT,Perso,Couple sans enfant,62,7,46.0,Ile-de-France,B,100,70.0,0
230000191500001,2300001915000,1,1034.2223612,1.6,3,2008,115.0,5471.2927054,4.0,VT,Perso,Couple avec au moins un enfant,58,9,37.0,Ile-de-France,B,100,15.0,0
230000194400002,2300001944000,2,1968.7071346,2.0,3,2004,169.0,15598.315083,6.8,VT,Perso,Couple avec au moins un enfant,33,8,53.0,Normandie,B,100,44.0,0
230000194400001,2300001944000,1,1968.7071346,1.5,3,2006,151.0,18003.795763,5.7,VT,Perso,Couple avec au moins un enfant,33,8,53.0,Normandie,B,100,44.0,0
230000195400002,2300001954000,2,3522.7766924,1.6,2,2014,55.0,15253.021038,7.0,VT,Perso,Famille monoparentale,53,7,52.0,Normandie,B,100,52.0,2
230000196200002,2300001962000,2,1552.5989163,1.4,N,2011,90.0,18613.442389,6.0,VT,Perso,Couple avec au moins un enfant,54,9,62.0,Normandie,H,0,60.0,0
230000201500001,2300002015000,1,1507.3650981,2.0,2,2014,44.0,19453.250247,7.5,VT,Perso,Couple avec au moins un enfant,33,10,46.0,Ile-de-France,B,100,13.0,0
230000201500002,2300002015000,2,1507.3650981,1.4,2,2012,73.0,5084.2493847,7.0,VT,Perso,Couple avec au moins un enfant,33,10,46.0,Ile-de-France,B,100,13.0,0
230000204400001,2300002044000,1,1699.7406279,1.4,1,2013,66.0,16983.53022,7.0,VT,Perso,Couple sans enfant,75,6,64.0,Normandie,B,100,70.0,3
230000204500001,2300002045000,1,1110.9368967,1.1,2,2007,142.0,15346.404494,6.8,VT,Perso,Couple sans enfant,28,8,47.0,Normandie,B,100,23.0,0
230000205400002,2300002054000,2,2997.0875481,1.1,1,2012,83.0,14119.193408,8.0,VT,Perso,Couple avec au moins un enfant,35,9,53.0,Normandie,B,100,32.0,0
230000205400001,2300002054000,1,2997.0875481,1.8,3,2007,134.0,10027.56696,7.0,VT,Perso,Couple avec au moins un enfant,35,9,53.0,Normandie,B,100,32.0,0
230000206200001,2300002062000,1,1087.5158075,2.0,5,2000,224.0,24733.024949,7.5,VT,Perso,Couple sans enfant,56,6,54.0,Normandie,H,0,51.0,4
230000206200002,2300002062000,2,1087.5158075,1.4,3,2005,160.0,14359.82726,6.5,VT,Perso,Couple sans enfant,56,6,54.0,Normandie,H,0,51.0,4
230000211400002,2300002114000,2,5497.8670772,2.0,3,2008,116.0,14771.929349,5.0,VT,Perso,Personne seule,49,4,21.0,Ile-de-France,B,100,22.0,0
230000211400001,2300002114000,1,5497.8670772,1.6,3,2009,102.0,10148.177518,4.5,VT,Perso,Personne seule,49,4,21.0,Ile-de-France,B,100,22.0,0
230000211500002,2300002115000,2,1181.3826059,1.4,1,2013,60.0,15028.786408,8.0,VT,Perso,Couple sans enfant,69,9,34.0,Ile-de-France,B,100,22.0,1
230000214500001,2300002145000,1,1560.422218,1.6,2,2012,74.0,22532.7379,6.5,VT,Perso,Couple sans enfant,61,5,64.0,Normandie,B,100,44.0,2
230000214500002,2300002145000,2,1560.422218,1.9,5,2000,216.0,4151.6422336,6.0,VT,Perso,Couple sans enfant,61,5,64.0,Normandie,B,100,44.0,2
230000215500001,2300002155000,1,1746.7423284,1.6,3,2008,128.0,6957.9153794,6.0,VT,Perso,Couple avec au moins un enfant,38,8,63.0,Normandie,B,0,51.0,0
230000215500002,2300002155000,2,1746.7423284,1.6,2,2013,72.0,17874.749176,6.5,VT,Perso,Couple avec au moins un enfant,38,8,63.0,Normandie,B,0,51.0,0
230000216200003,2300002162000,3,1807.7774137,2.0,4,2004,172.0,23697.424259,6.0,VT,Perso,Couple sans enfant,50,5,47.0,Normandie,H,0,52.0,2
230000216200002,2300002162000,2,1807.7774137,2.4,4,2003,185.0,8139.2243584,9.0,VT,Perso,Couple sans enfant,50,5,47.0,Normandie,H,0,52.0,2
230000221400001,2300002214000,1,3471.5817279,1.2,2,2013,61.0,20682.580402,5.5,VT,Perso,Couple avec au moins un enfant,37,9,46.0,Ile-de-France,B,100,44.0,0
230000221400002,2300002214000,2,3471.5817279,2.0,2,2011,83.0,11391.062246,7.5,VT,Perso,Couple avec au moins un enfant,37,9,46.0,Ile-de-France,B,100,44.0,0
230000222500001,2300002225000,1,889.06204419,1.6,1,2017,14.0,9861.1965382,8.0,VT,Perso,Couple avec au moins un enfant,54,9,52.0,Normandie,B,100,51.0,1
230000222500002,2300002225000,2,889.06204419,1.1,2,2008,123.0,7287.88677,7.0,VT,Perso,Couple avec au moins un enfant,54,9,52.0,Normandie,B,100,51.0,1
230000223500001,2300002235000,1,1016.3677822,1.5,2,2013,57.0,7502.2297297,4.5,VT,Perso,Personne seule,52,4,64.0,Ile-de-France,B,100,52.0,2
230000224400001,2300002244000,1,1269.7575375,1.5,3,2006,149.0,7870.1987079,7.0,VT,Perso,Couple sans enfant,75,7,64.0,Normandie,C,100,70.0,2
230000224500001,2300002245000,1,2619.3845433,1.6,2,2013,67.0,31503.987876,6.0,VT,Pro,Famille monoparentale,45,6,23.0,Normandie,B,100,21.0,4
230000226200001,2300002262000,1,967.40036492,1.2,1,2018,10.0,10983.4763,6.6,VT,Perso,Couple avec au moins un enfant,50,8,52.0,Normandie,H,0,52.0,1
230000226500002,2300002265000,2,1365.3617745,1.4,2,2012,85.0,15000.0,4.0,VT,Perso,Couple avec au moins un enfant,52,8,63.0,Ile-de-France,B,100,71.0,0
230000226500001,2300002265000,1,1365.3617745,1.2,1,2018,15.0,1700.0,6.0,VT,Perso,Couple avec au moins un enfant,52,8,63.0,Ile-de-France,B,100,71.0,0
230000226500003,2300002265000,3,1365.3617745,1.2,1,2017,25.0,6000.0,5.0,VT,Perso,Couple avec au moins un enfant,52,8,63.0,Ile-de-France,B,100,71.0,0
230000231400001,2300002314000,1,2506.166026,1.6,1,2012,75.0,10699.921287,7.5,VT,Perso,Personne seule,57,5,63.0,Ile-de-France,B,100,52.0,2
230000231500002,2300002315000,2,1689.5503709,1.5,4,2005,150.0,4799.6740638,8.0,VT,Perso,Famille monoparentale,43,5,46.0,Ile-de-France,B,100,21.0,1
230000231500001,2300002315000,1,1689.5503709,2.1,4,2002,192.0,6581.5793103,10.0,VT,Perso,Famille monoparentale,43,5,46.0,Ile-de-France,B,100,21.0,1
230000232500001,2300002325000,1,1393.1309597,1.5,3,2008,123.0,6515.4767639,6.0,VT,Perso,Personne seule,69,3,52.0,Normandie,B,100,52.0,2
230000233500001,2300002335000,1,2403.4459592,1.2,1,2017,19.0,11007.145983,5.0,VT,Perso,Personne seule,24,5,45.0,Ile-de-France,B,100,22.0,0
230000234500002,2300002345000,2,970.6145659,,E,2016,33.0,9472.5952861,0.0,VE,Perso,Couple sans enfant,53,9,46.0,Normandie,B,100,43.0,2
230000234500001,2300002345000,1,970.6145659,1.5,2,2016,33.0,13360.433311,5.5,VT,Perso,Couple sans enfant,53,9,46.0,Normandie,B,100,43.0,2
230000235400001,2300002354000,1,1951.2796104,2.0,3,2008,129.0,4141.1914601,8.6,VT,Perso,Personne seule,77,6,47.0,Normandie,B,100,52.0,2
230000236200002,2300002362000,2,1671.2693656,1.5,2,2012,78.0,15369.855159,6.7,VT,Perso,Couple avec au moins un enfant,28,7,62.0,Normandie,H,0,44.0,0
230000236500001,2300002365000,1,2943.7278508,1.5,3,2008,125.0,9465.8727377,5.0,VT,Perso,Couple avec au moins un enfant,62,10,48.0,Ile-de-France,B,100,71.0,0
230000236500002,2300002365000,2,2943.7278508,1.2,1,2016,29.0,11024.623154,6.0,VT,Perso,Couple avec au moins un enfant,62,10,48.0,Ile-de-France,B,100,71.0,0
230000244400001,2300002444000,1,1761.899154,,1,2016,25.0,30000.0,6.5,Autres,Perso,Couple avec au moins un enfant,50,10,34.0,Normandie,C,100,15.0,0
230000244500001,2300002445000,1,1421.2340567,1.6,2,2014,55.0,19694.404011,5.5,VT,Perso,Couple avec au moins un enfant,40,9,65.0,Normandie,B,100,52.0,0
230000244500002,2300002445000,2,1421.2340567,1.2,1,2013,67.0,8639.4461063,5.5,VT,Perso,Couple avec au moins un enfant,40,9,65.0,Normandie,B,100,52.0,0
230000246200002,2300002462000,2,1404.9487753,1.2,3,2000,221.0,15000.0,7.0,Autres,Perso,Couple avec au moins un enfant,43,8,46.0,Normandie,H,0,51.0,0
230000246200001,2300002462000,1,1404.9487753,2.2,3,2007,143.0,15000.0,10.0,Autres,Perso,Couple avec au moins un enfant,43,8,46.0,Normandie,H,0,51.0,0
230000246200003,2300002462000,3,1404.9487753,2.0,5,2000,228.0,8000.0,7.0,VT,Perso,Couple avec au moins un enfant,43,8,46.0,Normandie,H,0,51.0,0
230000246200004,2300002462000,4,1404.9487753,1.4,3,1997,264.0,1380.6327432,6.0,Autres,Perso,Couple avec au moins un enfant,43,8,46.0,Normandie,H,0,51.0,0
230000251400001,2300002514000,1,2013.7762879,1.6,3,2006,143.0,2962.6518906,7.0,VT,Perso,Famille monoparentale,47,8,46.0,Ile-de-France,B,100,31.0,1
230000251500001,2300002515000,1,1076.2945259,,2,2017,13.0,25000.0,6.0,VT,Perso,Personne seule,56,6,35.0,Ile-de-France,B,100,15.0,0
230000254500003,2300002545000,3,956.57738446,1.7,2,2015,37.0,23390.75,6.8,VT,Perso,Couple avec au moins un enfant,45,9,48.0,Normandie,B,100,43.0,1
230000254500002,2300002545000,2,956.57738446,1.2,1,2018,4.0,4629.1202057,6.0,VT,Perso,Couple avec au moins un enfant,45,9,48.0,Normandie,B,100,43.0,1
230000254500001,2300002545000,1,956.57738446,1.1,2,2009,112.0,16036.272476,5.5,VT,Perso,Couple avec au moins un enfant,45,9,48.0,Normandie,B,100,43.0,1
230000255400001,2300002554000,1,2150.071064,1.4,3,2007,143.0,21820.852643,4.7,VT,Perso,Couple sans enfant,68,7,34.0,Normandie,B,0,22.0,3
230000255500001,2300002555000,1,2777.5064528,1.6,2,2012,81.0,17235.110592,5.5,VT,Perso,Couple avec au moins un enfant,50,10,33.0,Ile-de-France,B,100,51.0,0
230000255500002,2300002555000,2,2777.5064528,2.1,3,2008,125.0,15496.305603,10.0,VT,Perso,Couple avec au moins un enfant,50,10,33.0,Ile-de-France,B,100,51.0,0
230000255500003,2300002555000,3,2777.5064528,3.0,3,2000,222.0,10000.0,10.0,VT,Perso,Couple avec au moins un enfant,50,10,33.0,Ile-de-France,B,100,51.0,0
230000255500004,2300002555000,4,2777.5064528,2.0,N,1986,390.0,1000.0,10.0,Autres,Perso,Couple avec au moins un enfant,50,10,33.0,Ile-de-France,B,100,51.0,0
230000256200001,2300002562000,1,1147.8708456,1.2,1,2013,70.0,13070.513249,6.8,VT,Perso,Couple sans enfant,77,7,48.0,Normandie,H,0,52.0,1
230000261500001,2300002615000,1,2327.5727521,6.0,2,2016,25.0,28000.0,5.5,VT,Perso,Menage complexe,50,9,46.0,Ile-de-France,B,100,36.0,1
230000262400001,2300002624000,1,2157.2691693,1.6,2,2013,61.0,18431.748971,6.0,VT,Perso,Couple sans enfant,72,6,62.0,Normandie,C,100,70.0,1
230000263500002,2300002635000,2,2042.263432,1.9,5,1999,234.0,21800.148579,7.0,VT,Perso,Couple avec au moins un enfant,42,6,56.0,Ile-de-France,B,100,60.0,0
230000263500001,2300002635000,1,2042.263432,1.4,3,2007,139.0,8325.0206897,6.0,VT,Perso,Couple avec au moins un enfant,42,6,56.0,Ile-de-France,B,100,60.0,0
230000264400001,2300002644000,1,2516.3087802,1.4,2,2008,130.0,3294.5658657,7.0,VT,Perso,Personne seule,71,3,48.0,Normandie,C,100,52.0,0
230000264500002,2300002645000,2,1435.5718105,1.6,2,2018,9.0,15349.500755,7.0,VT,Perso,Couple sans enfant,51,6,48.0,Normandie,B,100,43.0,2
230000264500001,2300002645000,1,1435.5718105,1.0,1,2015,44.0,7060.0,7.0,VT,Perso,Couple sans enfant,51,6,48.0,Normandie,B,100,43.0,2
230000265400001,2300002654000,1,2564.410231,1.8,3,1998,249.0,1898.0569893,12.0,VT,Perso,Personne seule,79,3,54.0,Normandie,B,0,52.0,0
230000265500001,2300002655000,1,1630.3946965,2.0,3,1997,260.0,6824.5935751,10.0,VT,Perso,Couple sans enfant,40,8,46.0,Ile-de-France,B,100,43.0,0
230000266200001,2300002662000,1,1323.9408588,1.5,2,2014,61.0,14544.748482,5.0,VT,Perso,Famille monoparentale,40,5,43.0,Normandie,H,0,32.0,0
230000271400001,2300002714000,1,3636.2244906,1.1,2,2009,106.0,10929.471879,5.5,VT,Perso,Famille monoparentale,64,3,35.0,Ile-de-France,B,100,35.0,1
230000273400001,2300002734000,1,2811.9858402,1.7,3,2005,153.0,19792.387141,7.5,VT,Perso,Personne seule,42,5,37.0,Ile-de-France,B,100,22.0,0
230000273500001,2300002735000,1,1763.3163,1.1,2,2009,114.0,7548.3626209,7.0,VT,Perso,Couple avec au moins un enfant,37,8,38.0,Ile-de-France,B,100,14.0,0
230000273500002,2300002735000,2,1763.3163,1.6,2,2014,46.0,28932.600664,6.5,VT,Perso,Couple avec au moins un enfant,37,8,38.0,Ile-de-France,B,100,14.0,0
230000274500001,2300002745000,1,1595.616832,2.0,2,2011,85.0,26187.203526,7.0,VT,Perso,Couple avec au moins un enfant,34,10,48.0,Normandie,B,100,51.0,0
230000274500002,2300002745000,2,1595.616832,1.2,1,2014,48.0,7742.4656679,6.0,VT,Perso,Couple avec au moins un enfant,34,10,48.0,Normandie,B,100,51.0,0
230000275500002,2300002755000,2,1398.2938642,1.6,2,2017,22.0,17110.320868,7.5,VT,Perso,Couple sans enfant,53,10,37.0,Ile-de-France,B,100,52.0,2
230000275500001,2300002755000,1,1398.2938642,2.0,3,2007,143.0,5411.652255,6.0,VT,Perso,Couple sans enfant,53,10,37.0,Ile-de-France,B,100,52.0,2
230000275500003,2300002755000,3,1398.2938642,1.4,3,2010,108.0,10830.088588,5.0,VT,Perso,Couple sans enfant,53,10,37.0,Ile-de-France,B,100,52.0,2
230000276200002,2300002762000,2,916.6423112,1.6,2,2016,32.0,17939.486761,9.0,VT,Perso,Couple sans enfant,54,6,62.0,Normandie,H,0,70.0,2
230000276200001,2300002762000,1,916.6423112,0.0,4,2001,210.0,3926.1833149,6.0,VT,Perso,Couple sans enfant,54,6,62.0,Normandie,H,0,70.0,2
230000281500002,2300002815000,2,1891.6804325,1.4,1,2014,47.0,12000.0,5.0,Autres,Perso,Couple avec au moins un enfant,42,10,38.0,Ile-de-France,B,100,14.0,0
230000281500001,2300002815000,1,1891.6804325,1.4,2,2009,101.0,2550.5306122,4.0,VT,Perso,Couple avec au moins un enfant,42,10,38.0,Ile-de-France,B,100,14.0,0
230000282500001,2300002825000,1,2575.7352404,1.2,1,2016,27.0,6103.0670458,5.0,VT,Perso,Couple sans enfant,67,8,45.0,Normandie,C,100,60.0,4
230000282500002,2300002825000,2,2575.7352404,1.2,1,2016,26.0,11027.819167,6.5,VT,Perso,Couple sans enfant,67,8,45.0,Normandie,C,100,60.0,4
230000285500003,2300002855000,3,1141.5405976,2.8,5,2000,223.0,1767.5903478,9.0,VT,Perso,Couple avec au moins un enfant,45,8,65.0,Ile-de-France,B,100,51.0,0
230000285500004,2300002855000,4,1141.5405976,1.9,3,2007,138.0,7290.9631224,8.0,VT,Perso,Couple avec au moins un enfant,45,8,65.0,Ile-de-France,B,100,51.0,0
230000285500001,2300002855000,1,1141.5405976,2.0,3,1999,234.0,1956.8957154,10.0,VT,Perso,Couple avec au moins un enfant,45,8,65.0,Ile-de-France,B,100,51.0,0
230000285500002,2300002855000,2,1141.5405976,1.9,3,2006,155.0,6456.0119136,7.0,VT,Perso,Couple avec au moins un enfant,45,8,65.0,Ile-de-France,B,100,51.0,0
230000286200002,2300002862000,2,1056.3992223,1.4,3,2005,163.0,3554.1041627,4.0,VT,Perso,Couple sans enfant,74,6,48.0,Normandie,H,0,71.0,2
230000286200001,2300002862000,1,1056.3992223,2.0,3,2006,153.0,10432.791495,7.0,VT,Perso,Couple sans enfant,74,6,48.0,Normandie,H,0,71.0,2
230000291500001,2300002915000,1,2342.2103251,1.4,1,2016,25.0,8000.0,7.0,VT,Perso,Couple sans enfant,47,9,47.0,Ile-de-France,B,100,32.0,0
230000292400001,2300002924000,1,2786.2654566,1.9,4,2001,209.0,11556.559767,7.0,VT,Perso,Personne seule,31,2,55.0,Normandie,C,100,15.0,0
230000292500001,2300002925000,1,1077.8741468,2.1,2,2017,8.0,17506.125306,7.5,VT,Perso,Couple sans enfant,60,8,37.0,Normandie,C,100,43.0,2
230000295500002,2300002955000,2,1861.2044816,1.7,2,2015,40.0,15551.596577,7.5,VT,Perso,Couple avec au moins un enfant,39,9,43.0,Ile-de-France,B,100,34.0,0
230000295500001,2300002955000,1,1861.2044816,1.9,3,2007,137.0,8447.1938997,4.5,VT,Perso,Couple avec au moins un enfant,39,9,43.0,Ile-de-France,B,100,34.0,0
230000296200003,2300002962000,3,1255.3551609,,N,1978,483.0,961.64004398,8.0,VT,Perso,Couple avec au moins un enfant,29,8,48.0,Normandie,H,0,44.0,0
230000296200001,2300002962000,1,1255.3551609,2.0,2,2009,116.0,24864.622253,7.6,VT,Perso,Couple avec au moins un enfant,29,8,48.0,Normandie,H,0,44.0,0
230000296200002,2300002962000,2,1255.3551609,1.2,3,2008,130.0,1683.5218562,5.5,VT,Perso,Couple avec au moins un enfant,29,8,48.0,Normandie,H,0,44.0,0
230000301400001,2300003014000,1,1890.4954254,6.0,1,2015,30.0,5000.0,7.0,VT,Perso,Famille monoparentale,37,2,52.0,Ile-de-France,B,100,51.0,0
230000302400001,2300003024000,1,2137.5799928,1.5,2,2016,28.0,24117.875355,5.0,VT,Perso,Personne seule,50,7,46.0,Normandie,C,100,32.0,0
230000303500002,2300003035000,2,2479.1996652,1.4,1,2013,64.0,14139.136236,9.2,VT,Perso,Couple avec au moins un enfant,63,10,31.0,Ile-de-France,B,100,12.0,3
230000303500001,2300003035000,1,2479.1996652,1.6,2,2017,14.0,24500.62193,5.8,VT,Perso,Couple avec au moins un enfant,63,10,31.0,Ile-de-France,B,100,12.0,3
230000305500001,2300003055000,1,2186.8798978,2.0,2,2011,86.0,14550.67174,6.0,VT,Perso,Couple avec au moins un enfant,66,8,46.0,Ile-de-France,B,100,45.0,2
230000306400001,2300003064000,1,2926.2861404,1.1,1,2011,90.0,5016.0988017,7.0,VT,Perso,Personne seule,67,3,54.0,Normandie,C,100,52.0,2
230000312500002,2300003125000,2,1186.821934,1.6,2,2008,122.0,13716.899976,5.7,VT,Perso,Couple sans enfant,32,9,47.0,Normandie,C,100,31.0,0
230000312500001,2300003125000,1,1186.821934,2.0,3,2004,164.0,9495.5223093,6.5,VT,Perso,Couple sans enfant,32,9,47.0,Normandie,C,100,31.0,0
230000313400001,2300003134000,1,3077.7756812,2.0,3,2007,131.0,14479.532359,8.0,VT,Perso,Couple avec au moins un enfant,43,4,64.0,Ile-de-France,B,100,44.0,0
230000313400002,2300003134000,2,3077.7756812,1.8,N,1995,277.0,7000.0,12.0,Autres,Perso,Couple avec au moins un enfant,43,4,64.0,Ile-de-France,B,100,44.0,0
230000314400001,2300003144000,1,4841.5530989,1.6,2,2012,83.0,2000.0,7.0,Autres,Perso,Personne seule,23,1,54.0,Normandie,C,100,60.0,0
230000316500001,2300003165000,1,1688.6914395,1.2,3,2004,175.0,2883.2720759,7.0,VT,Perso,Couple avec au moins un enfant,49,3,42.0,Ile-de-France,B,100,43.0,1
230000321500001,2300003215000,1,1259.6931594,1.2,1,2016,17.0,11027.819167,6.0,VT,Perso,Couple avec au moins un enfant,47,10,46.0,Ile-de-France,B,100,22.0,0
230000321500002,2300003215000,2,1259.6931594,,2,1999,230.0,9276.0557638,5.0,Autres,Perso,Couple avec au moins un enfant,47,10,46.0,Ile-de-France,B,100,22.0,0
230000322500001,2300003225000,1,1425.2198642,1.1,2,2009,114.0,7640.1136364,8.0,VT,Perso,Couple avec au moins un enfant,47,9,64.0,Normandie,C,100,51.0,2
230000322500002,2300003225000,2,1425.2198642,,4,2005,160.0,1000.0,7.0,Autres,Perso,Couple avec au moins un enfant,47,9,64.0,Normandie,C,100,51.0,2
230000323500002,2300003235000,2,1316.3802806,2.0,2,2014,54.0,28610.062027,8.0,VT,Perso,Couple avec au moins un enfant,50,7,62.0,Ile-de-France,B,100,43.0,0
230000325400001,2300003254000,1,1990.4012451,1.4,2,2015,45.0,14354.641473,5.4,VT,Perso,Personne seule,60,5,46.0,Ile-de-France,B,100,42.0,0
230000325500001,2300003255000,1,2739.044533,1.0,2,2006,154.0,3144.2149123,3.0,VT,Perso,Couple sans enfant,31,3,47.0,Ile-de-France,B,100,32.0,0
230000332400001,2300003324000,1,3258.7421436,,,.,,5000.0,6.0,Autres,Perso,Personne seule,64,3,52.0,Normandie,C,100,32.0,1
230000332500001,2300003325000,1,1805.8208617,2.0,2,2015,43.0,33553.494337,6.5,VT,Perso,Couple avec au moins un enfant,56,9,48.0,Normandie,C,100,51.0,1
230000332500002,2300003325000,2,1805.8208617,1.0,2,2010,94.0,2017.1525892,7.5,VT,Perso,Couple avec au moins un enfant,56,9,48.0,Normandie,C,100,51.0,1
230000333400001,2300003334000,1,2668.0867681,1.6,3,2010,98.0,10696.120047,5.0,VT,Perso,Couple avec au moins un enfant,45,10,45.0,Ile-de-France,B,100,42.0,0
230000333500001,2300003335000,1,1108.0154793,2.0,3,2009,114.0,6678.2967033,8.0,VT,Perso,Couple sans enfant,67,10,34.0,Ile-de-France,B,100,11.0,3
230000334500001,2300003345000,1,911.23798371,2.0,2,2010,103.0,21556.298031,5.0,VT,Perso,Couple avec au moins un enfant,53,7,48.0,Normandie,C,100,52.0,2
230000335400001,2300003354000,1,3115.4095376,1.2,2,2004,174.0,3364.8074792,6.2,VT,Perso,Personne seule,34,2,46.0,Ile-de-France,B,100,32.0,0
230000335500001,2300003355000,1,1235.3633563,1.6,3,2006,149.0,9920.7082168,6.0,VT,Perso,Couple avec au moins un enfant,51,10,37.0,Ile-de-France,B,100,15.0,0
230000335500002,2300003355000,2,1235.3633563,1.0,1,2010,103.0,7686.3000603,7.0,VT,Perso,Couple avec au moins un enfant,51,10,37.0,Ile-de-France,B,100,15.0,0
230000336400001,2300003364000,1,798.06093261,1.5,3,2008,128.0,16311.489263,6.3,VT,Perso,Personne seule,47,5,67.0,Normandie,C,100,44.0,2
