IDENT_NUMVEH,IDENT_MEN,NUM_VEH,pond_veh,cylindree_fin,critair,ANNEE_1mec,age,KVKM1ANV,KVCONS,energie_groupe,Pro_Perso,NEWTYPMEN,AGEPR,decile_rev,CSMEN,REG_res,STATUTCOM_UU_RES,pop_10min_voiture_train_res,DIPDETPR,NENFHORS
520000062200001,5200000622000,1,1045.3158397,1.5,3,2010,102.0,22991.010929,6.5,VT,Perso,Couple avec au moins un enfant,44,8,53.0,Pays de la Loire,H,100,42.0,0
520000063200001,5200000632000,1,1144.0844769,1.6,2,2007,129.0,13607.674587,8.5,VT,Perso,Couple avec au moins un enfant,33,8,54.0,Pays de la Loire,H,100,22.0,0
520000063200002,5200000632000,2,1144.0844769,1.4,2,2007,129.0,13568.923892,5.0,VT,Perso,Couple avec au moins un enfant,33,8,54.0,Pays de la Loire,H,100,22.0,0
520000063300001,5200000633000,1,1343.1369266,1.4,4,2005,160.0,5302.5433393,5.0,VT,Perso,Personne seule,38,1,64.0,Pays de la Loire,C,100,43.0,2
520000063400001,5200000634000,1,1622.7306968,1.6,1,2011,88.0,11330.250696,7.2,VT,Perso,Couple sans enfant,68,10,34.0,Pays de la Loire,C,100,12.0,2
520000063500001,5200000635000,1,2148.7481443,1.6,2,2012,78.0,11479.368117,5.5,VT,Perso,Couple sans enfant,72,8,46.0,Pays de la Loire,B,100,52.0,2
520000063500002,5200000635000,2,2148.7481443,1.0,2,2007,140.0,3297.5515818,5.5,VT,Perso,Couple sans enfant,72,8,46.0,Pays de la Loire,B,100,52.0,2
520000063800001,5200000638000,1,1110.8909255,,N,1996,268.0,10017.955494,8.0,VT,Perso,Personne seule,28,1,,Pays de la Loire,C,100,71.0,0
520000064100003,5200000641000,3,3061.8614045,0.0,4,2004,177.0,2251.8953202,7.0,VT,Pro,Couple avec au moins un enfant,45,6,13.0,Pays de la Loire,H,0,32.0,0
520000064100001,5200000641000,1,3061.8614045,1.6,2,2015,37.0,17053.866777,7.0,VT,Perso,Couple avec au moins un enfant,45,6,13.0,Pays de la Loire,H,0,32.0,0
520000064100002,5200000641000,2,3061.8614045,1.6,2,2015,36.0,18859.233356,9.0,VT,Pro,Couple avec au moins un enfant,45,6,13.0,Pays de la Loire,H,0,32.0,0
520000065200001,5200000652000,1,952.20548018,1.5,2,2014,53.0,23742.029079,5.5,VT,Perso,Couple sans enfant,56,8,62.0,Pays de la Loire,H,100,52.0,3
520000065200002,5200000652000,2,952.20548018,1.4,3,2007,134.0,4675.9249136,5.5,VT,Perso,Couple sans enfant,56,8,62.0,Pays de la Loire,H,100,52.0,3
520000065500001,5200000655000,1,986.9339796,1.2,1,2017,15.0,10995.297602,7.0,VT,Perso,Couple avec au moins un enfant,57,10,42.0,Pays de la Loire,B,100,42.0,1
520000065500003,5200000655000,3,986.9339796,,2,2014,55.0,2890.0633081,5.0,Autres,Perso,Couple avec au moins un enfant,57,10,42.0,Pays de la Loire,B,100,42.0,1
520000066500001,5200000665000,1,979.13894344,1.6,3,2010,103.0,7978.4607151,5.0,VT,Perso,Couple avec au moins un enfant,50,7,48.0,Pays de la Loire,B,100,52.0,1
520000066500002,5200000665000,2,979.13894344,1.6,3,1999,236.0,6082.4649094,7.0,VT,Perso,Couple avec au moins un enfant,50,7,48.0,Pays de la Loire,B,100,52.0,1
520000071200001,5200000712000,1,1414.9917487,1.1,2,2010,95.0,8377.3743792,5.0,VT,Perso,Couple sans enfant,64,6,46.0,Pays de la Loire,H,80,71.0,0
520000071500002,5200000715000,2,2393.2022811,1.6,2,2015,35.0,112359.53988,5.0,VT,Perso,Couple sans enfant,29,7,64.0,Pays de la Loire,B,100,52.0,0
520000071500001,5200000715000,1,2393.2022811,1.0,2,2008,114.0,15067.718579,7.0,VT,Perso,Couple sans enfant,29,7,64.0,Pays de la Loire,B,100,52.0,0
520000072100001,5200000721000,1,1501.0139182,1.4,3,1999,223.0,1552.6726442,7.0,VT,Perso,Personne seule,82,1,11.0,Pays de la Loire,H,90,70.0,4
520000072200002,5200000722000,2,1742.2656984,1.6,2,2010,93.0,21758.418157,6.0,VT,Perso,Couple avec au moins un enfant,59,8,67.0,Pays de la Loire,H,80,60.0,1
520000072200001,5200000722000,1,1742.2656984,1.4,4,2005,163.0,8849.5460993,5.0,VT,Perso,Couple avec au moins un enfant,59,8,67.0,Pays de la Loire,H,80,60.0,1
520000072500002,5200000725000,2,1563.5075266,1.6,2,2013,65.0,8181.2927497,8.0,VT,Perso,Couple avec au moins un enfant,59,9,37.0,Pays de la Loire,B,100,32.0,0
520000072500001,5200000725000,1,1563.5075266,1.4,3,2000,219.0,3256.1760861,7.0,VT,Perso,Couple avec au moins un enfant,59,9,37.0,Pays de la Loire,B,100,32.0,0
520000073100001,5200000731000,1,2183.3147282,1.5,2,2017,20.0,1500.0,5.2,VT,Perso,Couple avec au moins un enfant,34,7,34.0,Pays de la Loire,H,0,22.0,0
520000073200002,5200000732000,2,1344.9409383,1.5,2,2015,44.0,16922.727273,5.0,VT,Perso,Couple avec au moins un enfant,33,8,54.0,Pays de la Loire,H,100,31.0,0
520000073400001,5200000734000,1,3251.427569,1.4,4,2005,159.0,8033.2589286,7.0,VT,Perso,Personne seule,22,4,54.0,Pays de la Loire,C,100,24.0,0
520000073500001,5200000735000,1,962.7850122,1.7,3,2002,198.0,4449.0085981,7.0,VT,Perso,Couple sans enfant,77,3,,Pays de la Loire,B,100,71.0,0
520000073500002,5200000735000,2,962.7850122,1.2,1,2017,12.0,11007.145983,7.0,VT,Perso,Couple sans enfant,77,3,,Pays de la Loire,B,100,71.0,0
520000074500001,5200000745000,1,1945.2056601,,2,2012,78.0,20000.0,6.0,Autres,Perso,Couple sans enfant,50,10,38.0,Pays de la Loire,B,100,31.0,0
520000075200002,5200000752000,2,2160.1998663,1.6,2,2014,51.0,17701.520784,6.0,VT,Perso,Menage complexe,74,9,37.0,Pays de la Loire,H,0,43.0,1
520000075200001,5200000752000,1,2160.1998663,1.5,2,2014,52.0,20306.60409,4.7,VT,Perso,Menage complexe,74,9,37.0,Pays de la Loire,H,0,43.0,1
520000075400001,5200000754000,1,1080.3533265,1.5,3,2009,117.0,4639.3458773,6.0,VT,Perso,Couple avec au moins un enfant,38,10,37.0,Pays de la Loire,C,100,14.0,0
520000076100001,5200000761000,1,4001.432511,1.9,4,2001,217.0,8610.9536353,6.0,VT,Perso,Famille monoparentale,70,1,67.0,Pays de la Loire,H,0,45.0,3
520000076500001,5200000765000,1,1519.2905329,2.0,2,2013,65.0,50000.0,7.0,VT,Perso,Couple sans enfant,51,10,46.0,Pays de la Loire,C,100,44.0,0
520000076500002,5200000765000,2,1519.2905329,1.1,2,2009,114.0,5366.5737996,7.2,VT,Perso,Couple sans enfant,51,10,46.0,Pays de la Loire,C,100,44.0,0
520000081200001,5200000812000,1,805.94028374,1.9,4,2002,189.0,8935.8552443,5.5,VT,Perso,Couple sans enfant,55,7,63.0,Pays de la Loire,H,80,71.0,3
520000081200002,5200000812000,2,805.94028374,,3,2008,117.0,20000.0,4.5,Autres,Perso,Couple sans enfant,55,7,63.0,Pays de la Loire,H,80,71.0,3
520000081500001,5200000815000,1,1544.5613007,1.0,2,2007,133.0,8715.2962509,6.0,VT,Perso,Couple avec au moins un enfant,56,9,46.0,Pays de la Loire,B,100,32.0,1
520000081500002,5200000815000,2,1544.5613007,1.5,3,2010,97.0,25130.289998,5.0,VT,Perso,Couple avec au moins un enfant,56,9,46.0,Pays de la Loire,B,100,32.0,1
520000082200001,5200000822000,1,739.70634101,1.4,4,2002,189.0,9933.0677354,4.5,VT,Perso,Couple avec au moins un enfant,56,10,68.0,Pays de la Loire,H,80,45.0,2
520000082200002,5200000822000,2,739.70634101,1.9,3,2006,141.0,15537.988827,5.2,VT,Perso,Couple avec au moins un enfant,56,10,68.0,Pays de la Loire,H,80,45.0,2
520000083400001,5200000834000,1,1327.2309036,2.0,3,2003,187.0,1230.0,8.0,VT,Perso,Couple sans enfant,83,6,21.0,Pays de la Loire,C,100,45.0,1
520000084100001,5200000841000,1,1069.5434114,2.2,5,1999,228.0,26204.473311,6.5,VT,Perso,Couple sans enfant,53,8,52.0,Pays de la Loire,H,90,53.0,2
520000084200002,5200000842000,2,800.09177227,1.4,2,2007,131.0,3434.4574497,4.5,VT,Perso,Couple sans enfant,58,10,43.0,Pays de la Loire,H,80,34.0,3
520000084200001,5200000842000,1,800.09177227,1.6,2,2011,94.0,19263.0,4.5,VT,Perso,Couple sans enfant,58,10,43.0,Pays de la Loire,H,80,34.0,3
520000084400001,5200000844000,1,2506.6256709,0.9,1,2016,24.0,9668.225023,7.0,VT,Perso,Personne seule,25,1,,Pays de la Loire,C,100,12.0,0
520000085200002,5200000852000,2,1381.1450139,1.8,3,2005,159.0,8940.4660878,7.0,VT,Perso,Couple avec au moins un enfant,52,8,45.0,Pays de la Loire,H,0,52.0,1
520000085200004,5200000852000,4,1381.1450139,,,.,,8000.0,6.0,Autres,Perso,Couple avec au moins un enfant,52,8,45.0,Pays de la Loire,H,0,52.0,1
520000085200003,5200000852000,3,1381.1450139,1.4,3,2007,139.0,9810.9605325,5.0,VT,Perso,Couple avec au moins un enfant,52,8,45.0,Pays de la Loire,H,0,52.0,1
520000085200001,5200000852000,1,1381.1450139,1.9,5,2000,219.0,15085.318681,6.0,VT,Perso,Couple avec au moins un enfant,52,8,45.0,Pays de la Loire,H,0,52.0,1
520000085500001,5200000855000,1,1152.2677277,1.1,2,2009,113.0,2740.7299844,6.0,VT,Perso,Couple sans enfant,73,8,42.0,Pays de la Loire,C,90,42.0,2
520000085500002,5200000855000,2,1152.2677277,1.2,1,2018,7.0,10983.4763,6.0,VT,Perso,Couple sans enfant,73,8,42.0,Pays de la Loire,C,90,42.0,2
520000086200002,5200000862000,2,1447.9886162,2.0,3,2007,138.0,12062.553041,6.0,VT,Perso,Couple avec au moins un enfant,33,8,68.0,Pays de la Loire,H,0,45.0,0
520000086200001,5200000862000,1,1447.9886162,1.2,1,2018,5.0,10983.4763,7.5,VT,Perso,Couple avec au moins un enfant,33,8,68.0,Pays de la Loire,H,0,45.0,0
520000086500001,5200000865000,1,2941.4416956,1.6,3,2006,155.0,5168.5455236,6.0,VT,Perso,Couple avec au moins un enfant,64,9,22.0,Pays de la Loire,C,100,14.0,5
520000091100002,5200000911000,2,3034.0487837,1.9,,.,,2500.0,5.0,Autres,Perso,Couple sans enfant,57,4,62.0,Pays de la Loire,H,0,71.0,3
520000091100001,5200000911000,1,3034.0487837,1.9,4,2003,184.0,2000.0,5.5,VT,Perso,Couple sans enfant,57,4,62.0,Pays de la Loire,H,0,71.0,3
520000091200004,5200000912000,4,2102.9424717,2.0,N,2004,162.0,7990.0438714,7.3,VT,Perso,Couple avec au moins un enfant,42,9,63.0,Pays de la Loire,H,0,51.0,0
520000091200001,5200000912000,1,2102.9424717,1.5,3,2007,125.0,16629.334168,4.7,VT,Perso,Couple avec au moins un enfant,42,9,63.0,Pays de la Loire,H,0,51.0,0
520000091200003,5200000912000,3,2102.9424717,1.9,5,2000,210.0,16287.922418,6.1,VT,Perso,Couple avec au moins un enfant,42,9,63.0,Pays de la Loire,H,0,51.0,0
520000091200002,5200000912000,2,2102.9424717,,,.,,5000.0,5.0,VT,Perso,Couple avec au moins un enfant,42,9,63.0,Pays de la Loire,H,0,51.0,0
520000091500001,5200000915000,1,1773.7505697,1.0,1,2018,1.0,8622.8709714,10.0,VT,Perso,Couple sans enfant,79,6,21.0,Pays de la Loire,B,100,70.0,3
520000091500002,5200000915000,2,1773.7505697,2.0,2,2018,1.0,13949.546288,7.0,VT,Perso,Couple sans enfant,79,6,21.0,Pays de la Loire,B,100,70.0,3
520000092100001,5200000921000,1,1568.3559516,1.9,N,1996,262.0,2187.9945055,6.0,VT,Perso,Personne seule,79,3,56.0,Pays de la Loire,H,0,70.0,2
520000092200001,5200000922000,1,1399.7697452,1.9,4,2006,144.0,18547.637435,8.5,VT,Perso,Couple avec au moins un enfant,40,9,42.0,Pays de la Loire,H,80,22.0,0
520000092500001,5200000925000,1,1882.1588049,7.0,4,2005,163.0,8500.0,6.0,Autres,Perso,Couple sans enfant,75,6,47.0,Pays de la Loire,B,100,52.0,2
520000093200001,5200000932000,1,1142.2978076,1.4,3,2006,152.0,9215.1575342,6.0,VT,Perso,Couple avec au moins un enfant,34,6,63.0,Pays de la Loire,H,80,51.0,0
520000093200002,5200000932000,2,1142.2978076,2.0,2,2012,72.0,14394.44715,6.5,VT,Perso,Couple avec au moins un enfant,34,6,63.0,Pays de la Loire,H,80,51.0,0
520000093500002,5200000935000,2,2031.0928571,1.1,2,2008,122.0,7757.2228669,6.5,VT,Perso,Couple sans enfant,67,9,45.0,Pays de la Loire,B,100,60.0,1
520000093500001,5200000935000,1,2031.0928571,2.0,2,2013,60.0,10285.945378,5.5,VT,Perso,Couple sans enfant,67,9,45.0,Pays de la Loire,B,100,60.0,1
520000094200002,5200000942000,2,1790.9970177,,2,2016,31.0,25000.0,7.0,Autres,Perso,Couple avec au moins un enfant,32,8,22.0,Pays de la Loire,H,80,51.0,0
520000094200001,5200000942000,1,1790.9970177,2.0,3,2003,181.0,12620.495567,9.0,VT,Perso,Couple avec au moins un enfant,32,8,22.0,Pays de la Loire,H,80,51.0,0
520000094500002,5200000945000,2,2975.2114272,2.1,3,2007,141.0,7851.6024327,5.0,VT,Perso,Menage complexe,40,9,55.0,Pays de la Loire,B,100,52.0,0
520000094500001,5200000945000,1,2975.2114272,1.5,3,2009,109.0,12878.383348,5.0,VT,Perso,Menage complexe,40,9,55.0,Pays de la Loire,B,100,52.0,0
520000095200001,5200000952000,1,898.2759406,,,2017,20.0,8000.0,6.0,Autres,Perso,Couple sans enfant,58,7,46.0,Pays de la Loire,H,0,71.0,0
520000095500001,5200000955000,1,1793.3168145,1.6,2,2012,80.0,21557.416879,6.5,VT,Perso,Couple avec au moins un enfant,35,4,63.0,Pays de la Loire,B,100,32.0,0
520000096100001,5200000961000,1,3398.6014822,1.6,3,2006,149.0,11677.407539,5.0,VT,Perso,Personne seule,86,2,55.0,Pays de la Loire,H,0,71.0,5
520000096400001,5200000964000,1,2678.5518034,1.5,2,2014,57.0,10870.785093,4.7,VT,Perso,Couple sans enfant,66,6,46.0,Pays de la Loire,C,100,70.0,4
520000096500002,5200000965000,2,1410.8604618,1.4,3,2008,132.0,11652.482589,6.0,VT,Perso,Couple avec au moins un enfant,46,9,54.0,Pays de la Loire,C,100,35.0,0
520000096500001,5200000965000,1,1410.8604618,1.2,1,2017,23.0,10995.297602,8.0,VT,Perso,Couple avec au moins un enfant,46,9,54.0,Pays de la Loire,C,100,35.0,0
520000101500001,5200001015000,1,1942.0578087,1.2,1,2018,0.0,8259.8027199,7.0,VT,Perso,Couple sans enfant,51,10,47.0,Pays de la Loire,B,100,51.0,2
520000102100001,5200001021000,1,1477.983787,1.1,3,2001,202.0,5643.0,6.0,VT,Perso,Couple sans enfant,76,7,48.0,Pays de la Loire,H,0,70.0,2
520000103100002,5200001031000,2,1842.1091985,1.4,3,2008,127.0,27097.216851,5.6,VT,Perso,Couple sans enfant,29,8,62.0,Pays de la Loire,H,100,32.0,0
520000103100001,5200001031000,1,1842.1091985,1.4,1,2012,76.0,14875.025482,6.8,VT,Perso,Couple sans enfant,29,8,62.0,Pays de la Loire,H,100,32.0,0
520000103400001,5200001034000,1,1369.094194,1.1,2,2009,116.0,2776.1350975,7.0,VT,Perso,Couple sans enfant,52,6,38.0,Pays de la Loire,C,100,32.0,1
520000104200001,5200001042000,1,1384.7257943,2.0,2,2014,53.0,13880.677982,8.5,VT,Perso,Couple avec au moins un enfant,37,7,52.0,Pays de la Loire,H,0,45.0,0
520000104400001,5200001044000,1,1661.4164345,1.1,1,2012,72.0,6011.270192,6.0,VT,Perso,Couple sans enfant,77,7,46.0,Pays de la Loire,C,100,70.0,3
520000105100001,5200001051000,1,3076.196756,2.0,2,2015,43.0,19564.538211,5.0,VT,Perso,Couple sans enfant,61,7,54.0,Pays de la Loire,I,0,44.0,3
520000105100002,5200001051000,2,3076.196756,1.6,3,2010,104.0,9170.6719512,6.0,VT,Perso,Couple sans enfant,61,7,54.0,Pays de la Loire,I,0,44.0,3
520000106100001,5200001061000,1,1773.5587659,1.4,1,2010,108.0,11491.433518,7.0,VT,Perso,Couple sans enfant,76,5,63.0,Pays de la Loire,I,100,70.0,3
520000106200002,5200001062000,2,790.35831223,1.2,N,1994,297.0,836.91769489,6.0,VT,Perso,Couple avec au moins un enfant,45,7,63.0,Pays de la Loire,H,0,51.0,0
520000106200003,5200001062000,3,790.35831223,1.6,2,2010,100.0,15957.592789,5.0,VT,Perso,Couple avec au moins un enfant,45,7,63.0,Pays de la Loire,H,0,51.0,0
520000106200001,5200001062000,1,790.35831223,1.6,2,2013,66.0,14327.248882,5.0,VT,Perso,Couple avec au moins un enfant,45,7,63.0,Pays de la Loire,H,0,51.0,0
520000106400002,5200001064000,2,1452.9045495,1.5,N,2005,166.0,15526.452966,6.0,VT,Perso,Couple sans enfant,51,9,53.0,Pays de la Loire,B,100,36.0,4
520000106400001,5200001064000,1,1452.9045495,2.2,4,2002,198.0,16216.135771,6.0,VT,Perso,Couple sans enfant,51,9,53.0,Pays de la Loire,B,100,36.0,4
520000112100001,5200001121000,1,2041.5428583,1.6,3,2010,101.0,31881.062397,8.0,VT,Perso,Personne seule,70,2,22.0,Pays de la Loire,H,0,70.0,2
520000112200003,5200001122000,3,802.43595768,1.4,4,2002,194.0,12433.177827,4.0,VT,Perso,Menage complexe,52,7,62.0,Pays de la Loire,H,0,52.0,1
520000112200002,5200001122000,2,802.43595768,0.0,N,1999,228.0,10000.0,5.5,VT,Perso,Menage complexe,52,7,62.0,Pays de la Loire,H,0,52.0,1
520000112500001,5200001125000,1,1351.488206,1.9,3,2006,141.0,2368.7470134,6.0,VT,Perso,Couple avec au moins un enfant,57,10,23.0,Pays de la Loire,B,100,60.0,1
520000113100001,5200001131000,1,2180.5519546,1.3,3,2000,219.0,3909.0935946,6.0,VT,Perso,Couple sans enfant,89,3,67.0,Pays de la Loire,H,0,52.0,2
520000113200001,5200001132000,1,1331.451586,1.6,3,2007,131.0,21406.057586,6.0,VT,Perso,Couple avec au moins un enfant,36,6,62.0,Pays de la Loire,I,0,71.0,0
520000113200002,5200001132000,2,1331.451586,1.4,3,1998,245.0,6893.7079551,5.5,VT,Perso,Couple avec au moins un enfant,36,6,62.0,Pays de la Loire,I,0,71.0,0
520000114200001,5200001142000,1,792.71966294,1.6,3,2008,126.0,5476.0483969,8.0,VT,Perso,Couple avec au moins un enfant,40,7,64.0,Pays de la Loire,H,0,51.0,1
520000114200002,5200001142000,2,792.71966294,1.9,3,2006,150.0,21465.908367,8.0,VT,Perso,Couple avec au moins un enfant,40,7,64.0,Pays de la Loire,H,0,51.0,1
520000114400001,5200001144000,1,2451.9742959,1.5,4,2001,208.0,20201.569204,5.0,VT,Perso,Personne seule,26,4,62.0,Pays de la Loire,C,100,44.0,0
520000115100002,5200001151000,2,1747.3767203,1.4,2,2003,187.0,4143.3570116,6.0,VT,Perso,Personne seule,62,9,43.0,Pays de la Loire,I,0,16.0,0
520000115100001,5200001151000,1,1747.3767203,1.5,2,2016,37.0,17939.486761,4.5,VT,Perso,Personne seule,62,9,43.0,Pays de la Loire,I,0,16.0,0
520000115200001,5200001152000,1,1310.1307417,1.6,2,2014,54.0,21050.97027,6.0,VT,Perso,Couple sans enfant,44,8,63.0,Pays de la Loire,H,0,45.0,0
520000115200002,5200001152000,2,1310.1307417,1.4,3,2007,142.0,11153.707038,5.0,VT,Perso,Couple sans enfant,44,8,63.0,Pays de la Loire,H,0,45.0,0
520000115200003,5200001152000,3,1310.1307417,1.6,2,2012,80.0,13640.124552,5.0,VT,Perso,Couple sans enfant,44,8,63.0,Pays de la Loire,H,0,45.0,0
520000115500001,5200001155000,1,1789.0606769,1.6,2,2014,56.0,8004.1956439,7.5,VT,Perso,Couple avec au moins un enfant,46,9,38.0,Pays de la Loire,B,100,23.0,0
520000116200001,5200001162000,1,1825.7689776,5.0,,.,,18000.0,6.0,Autres,Perso,Couple sans enfant,56,7,63.0,Pays de la Loire,H,0,52.0,0
520000116500001,5200001165000,1,1279.6251916,1.6,2,2016,28.0,17939.486761,6.0,VT,Perso,Couple sans enfant,70,10,34.0,Pays de la Loire,C,100,12.0,2
520000116500002,5200001165000,2,1279.6251916,1.2,1,2014,60.0,11755.429958,6.0,VT,Perso,Couple sans enfant,70,10,34.0,Pays de la Loire,C,100,12.0,2
520000121500001,5200001215000,1,1737.8002669,0.9,1,2017,7.0,11007.145983,5.0,VT,Perso,Personne seule,63,2,62.0,Pays de la Loire,B,100,52.0,1
520000122200001,5200001222000,1,983.59775889,1.2,1,2013,56.0,21342.057221,4.5,VT,Perso,Couple sans enfant,54,6,56.0,Pays de la Loire,I,50,32.0,2
520000122200002,5200001222000,2,983.59775889,,2,2016,20.0,22000.0,4.0,Autres,Perso,Couple sans enfant,54,6,56.0,Pays de la Loire,I,50,32.0,2
520000122300001,5200001223000,1,1519.7506317,1.0,1,2011,88.0,6711.4158566,5.0,VT,Perso,Personne seule,45,4,45.0,Pays de la Loire,C,100,22.0,0
520000122400001,5200001224000,1,3012.6694392,1.6,3,2009,113.0,12873.91432,5.0,VT,Perso,Personne seule,24,4,47.0,Pays de la Loire,C,100,44.0,0
520000123100001,5200001231000,1,879.29684994,,E,2017,13.0,9370.7787114,0.0,VE,Perso,Couple sans enfant,67,8,0.0,Pays de la Loire,H,10,60.0,4
520000123100002,5200001231000,2,879.29684994,,4,2003,182.0,13218.666898,10.0,VT,Perso,Couple sans enfant,67,8,0.0,Pays de la Loire,H,10,60.0,4
520000124100001,5200001241000,1,1877.6326783,1.5,2,2015,42.0,21550.135392,5.0,VT,Perso,Personne seule,28,5,47.0,Pays de la Loire,H,0,44.0,0
520000125100001,5200001251000,1,1708.1730839,1.5,2,2014,61.0,21596.822493,4.3,VT,Perso,Personne seule,66,5,64.0,Pays de la Loire,H,0,52.0,0
520000125500001,5200001255000,1,1592.2257103,1.6,3,2010,107.0,10193.40081,6.5,VT,Perso,Couple sans enfant,65,9,34.0,Pays de la Loire,B,100,22.0,2
520000125500002,5200001255000,2,1592.2257103,1.0,1,2015,44.0,8884.8532694,6.6,VT,Perso,Couple sans enfant,65,9,34.0,Pays de la Loire,B,100,22.0,2
520000126500002,5200001265000,2,1849.6133638,1.2,1,2014,59.0,3228.8531779,6.0,VT,Perso,Couple sans enfant,42,6,62.0,Pays de la Loire,C,100,32.0,0
520000126500001,5200001265000,1,1849.6133638,1.5,3,2007,141.0,3417.1361168,5.9,VT,Perso,Couple sans enfant,42,6,62.0,Pays de la Loire,C,100,32.0,0
520000131200002,5200001312000,2,790.32192472,2.0,4,2004,167.0,4475.207337,6.0,VT,Perso,Couple sans enfant,52,7,47.0,Pays de la Loire,H,90,71.0,2
520000131200001,5200001312000,1,790.32192472,1.6,2,2014,43.0,18207.960497,5.6,VT,Perso,Couple sans enfant,52,7,47.0,Pays de la Loire,H,90,71.0,2
520000131400001,5200001314000,1,1677.3883472,1.2,1,2015,38.0,6721.5614276,7.0,VT,Perso,Famille monoparentale,57,4,52.0,Pays de la Loire,C,100,51.0,1
520000132100001,5200001321000,1,3090.443233,1.6,2,2015,35.0,26111.018519,4.5,VT,Perso,Couple sans enfant,68,5,62.0,Pays de la Loire,H,100,52.0,3
520000132200001,5200001322000,1,1082.3396772,3.0,3,2008,123.0,17595.998584,10.0,VT,Perso,Couple sans enfant,68,5,54.0,Pays de la Loire,H,90,52.0,2
520000132500001,5200001325000,1,942.1162239,2.9,4,2004,165.0,2555.5884696,8.0,VT,Perso,Couple sans enfant,74,9,38.0,Pays de la Loire,B,100,32.0,2
520000132500002,5200001325000,2,942.1162239,1.6,1,2017,17.0,11007.145983,6.8,VT,Perso,Couple sans enfant,74,9,38.0,Pays de la Loire,B,100,32.0,2
520000133400001,5200001334000,1,1550.6215278,1.6,2,2012,79.0,15943.629791,5.0,VT,Perso,Couple sans enfant,79,7,48.0,Pays de la Loire,C,100,70.0,2
520000134100002,5200001341000,2,1695.5345024,1.1,3,1998,249.0,12189.186719,6.0,VT,Perso,Couple sans enfant,37,9,52.0,Pays de la Loire,H,100,51.0,0
520000134100001,5200001341000,1,1695.5345024,2.0,2,2011,85.0,23886.657382,6.0,VT,Perso,Couple sans enfant,37,9,52.0,Pays de la Loire,H,100,51.0,0
520000134200001,5200001342000,1,1044.2695549,2.0,2,2014,55.0,30000.0,5.5,VT,Perso,Personne seule,40,4,62.0,Pays de la Loire,H,90,52.0,2
520000134500002,5200001345000,2,1399.0144187,1.2,N,1991,330.0,7000.0,6.5,Autres,Perso,Couple sans enfant,64,8,38.0,Pays de la Loire,B,100,32.0,3
520000134500001,5200001345000,1,1399.0144187,1.6,3,2008,126.0,12000.0,6.7,Autres,Perso,Couple sans enfant,64,8,38.0,Pays de la Loire,B,100,32.0,3
520000135100001,5200001351000,1,1233.9068287,1.4,1,2014,55.0,11523.891258,6.0,VT,Perso,Couple sans enfant,71,7,52.0,Pays de la Loire,H,0,53.0,2
520000135200001,5200001352000,1,1780.2096097,2.0,3,2009,114.0,12140.790633,7.0,VT,Perso,Couple sans enfant,56,7,11.0,Pays de la Loire,I,0,51.0,3
520000135400001,5200001354000,1,2585.4389244,1.5,2,2018,4.0,17529.997349,5.0,VT,Perso,Personne seule,56,5,22.0,Pays de la Loire,C,100,32.0,3
520000135500001,5200001355000,1,2270.4240743,1.2,1,2018,9.0,10983.4763,6.0,VT,Perso,Couple avec au moins un enfant,63,3,52.0,Pays de la Loire,B,100,52.0,2
520000135500002,5200001355000,2,2270.4240743,1.1,3,2000,222.0,9893.7684454,7.0,VT,Perso,Couple avec au moins un enfant,63,3,52.0,Pays de la Loire,B,100,52.0,2
520000136200001,5200001362000,1,2138.7589918,1.9,5,1998,253.0,3690.9224263,6.0,VT,Perso,Personne seule,53,2,13.0,Pays de la Loire,I,0,32.0,2
520000136400001,5200001364000,1,2623.6539908,1.5,3,2010,106.0,12972.883831,6.0,VT,Perso,Personne seule,58,1,46.0,Pays de la Loire,B,100,60.0,3
520000136500001,5200001365000,1,1619.7444077,2.7,3,2009,115.0,22751.081713,7.0,VT,Perso,Couple sans enfant,70,10,22.0,Pays de la Loire,B,100,16.0,2
520000136500002,5200001365000,2,1619.7444077,1.5,3,2008,127.0,5890.3206007,5.0,VT,Perso,Couple sans enfant,70,10,22.0,Pays de la Loire,B,100,16.0,2
520000141100001,5200001411000,1,2165.1851144,1.1,3,1997,244.0,14319.03951,6.0,VT,Perso,Personne seule,69,3,53.0,Pays de la Loire,H,0,70.0,3
520000141200001,5200001412000,1,1034.8122646,1.5,3,2008,119.0,21580.628795,5.8,VT,Perso,Couple avec au moins un enfant,34,6,62.0,Pays de la Loire,H,0,60.0,0
520000141500001,5200001415000,1,1874.7302521,2.0,2,2014,48.0,30000.0,5.0,VT,Perso,Couple avec au moins un enfant,41,10,31.0,Pays de la Loire,B,100,12.0,0
520000141500002,5200001415000,2,1874.7302521,1.9,3,2007,131.0,13159.273927,6.0,VT,Perso,Couple avec au moins un enfant,41,10,31.0,Pays de la Loire,B,100,12.0,0
520000142100001,5200001421000,1,1985.9654143,,N,1994,294.0,7125.4166986,4.0,VT,Perso,Couple sans enfant,67,3,64.0,Pays de la Loire,H,100,70.0,4
520000142200001,5200001422000,1,1120.8615575,1.5,2,2017,11.0,17506.125306,5.5,VT,Perso,Couple avec au moins un enfant,41,6,56.0,Pays de la Loire,H,0,52.0,0
520000142500002,5200001425000,2,1951.3013629,1.5,1,2018,1.0,5052.6998323,4.0,VT,Perso,Couple sans enfant,64,5,63.0,Pays de la Loire,B,100,51.0,3
